account_id,account_name,global_region,industry_vertical,contract_tier,annual_contract_value,continued_decline_probability,priority_tier,on_churn_radar_aug,flag_reason,suggested_action,triage_note
ACC_0807,BizCorp_0807,APAC,Healthcare,Standard,6720,0.9524,Medium,Yes,API usage fell -44% and active seats fell +0% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0476,BizCorp_0476,AMER,Manufacturing,Standard,6720,0.952,Medium,Yes,API usage fell -46% and active seats fell +0% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0905,BizCorp_0905,EMEA,Logistics,Standard,7680,0.9517,Medium,Yes,API usage fell -42% and active seats fell +0% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0301,BizCorp_0301,AMER,Logistics,Standard,5760,0.9516,Medium,Yes,API usage fell -48% and active seats fell +0% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0564,BizCorp_0564,EMEA,Technology,Standard,11520,0.9512,Medium,Yes,API usage fell -49% and active seats fell +0% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0827,BizCorp_0827,AMER,Logistics,Standard,4800,0.9511,Medium,Yes,API usage fell -49% and active seats fell +0% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0071,BizCorp_0071,EMEA,Financial Services,Standard,13440,0.9476,Medium,Yes,API usage fell -52% and active seats fell +0% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0753,BizCorp_0753,APAC,Retail,Standard,10560,0.9473,Medium,Yes,API usage fell -50% and active seats fell +0% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0287,BizCorp_0287,AMER,Financial Services,Standard,3840,0.9468,Medium,Yes,API usage fell -45% and active seats fell +0% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0520,BizCorp_0520,APAC,Healthcare,Standard,7680,0.9467,Medium,Yes,API usage fell -50% and active seats fell +0% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0089,BizCorp_0089,APAC,Healthcare,Standard,7680,0.9451,Medium,Yes,API usage fell -52% and active seats fell +0% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0362,BizCorp_0362,AMER,Healthcare,Standard,6720,0.9419,Medium,Yes,API usage fell -50% and active seats fell +0% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0057,BizCorp_0057,AMER,Financial Services,Standard,5760,0.9397,Medium,Yes,API usage fell -43% and active seats fell +0% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0555,BizCorp_0555,APAC,Logistics,Standard,7680,0.9382,Medium,Yes,API usage fell -48% and active seats fell +0% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0952,BizCorp_0952,APAC,Financial Services,Standard,9600,0.9353,Medium,Yes,API usage fell -50% and active seats fell +0% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0194,BizCorp_0194,EMEA,Healthcare,Standard,11520,0.9339,Medium,Yes,API usage fell -48% and active seats fell +0% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0740,BizCorp_0740,AMER,Technology,Standard,11520,0.9333,Medium,Yes,API usage fell -49% and active seats fell +0% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0542,BizCorp_0542,APAC,Healthcare,Standard,3840,0.9257,Medium,Yes,API usage fell -44% and active seats fell +0% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0620,BizCorp_0620,EMEA,Manufacturing,Premium,34560,0.7806,Medium,No,API usage fell -30% and active seats fell -15% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0569,BizCorp_0569,AMER,Financial Services,Standard,5760,0.776,Medium,No,Active seats fell -33% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Medium priority - watch
ACC_0837,BizCorp_0837,EMEA,Logistics,Standard,11520,0.7465,Medium,No,API usage fell -30% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0350,BizCorp_0350,AMER,Retail,Premium,44640,0.6908,Medium,No,API usage fell -26% and active seats fell -15% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0914,BizCorp_0914,APAC,Logistics,Premium,57600,0.678,Medium,No,API usage fell -26% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0623,BizCorp_0623,EMEA,Manufacturing,Premium,34560,0.67,Medium,No,API usage fell -21% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0728,BizCorp_0728,EMEA,Manufacturing,Premium,25920,0.6498,Medium,No,API usage fell -24% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0225,BizCorp_0225,APAC,Logistics,Premium,34560,0.6466,Medium,No,API usage fell -26% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0087,BizCorp_0087,AMER,Manufacturing,Standard,17280,0.6417,Medium,No,API usage fell -24% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0251,BizCorp_0251,AMER,Retail,Premium,18720,0.6379,Medium,No,API usage fell -10% and active seats fell -16% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0619,BizCorp_0619,AMER,Manufacturing,Standard,3840,0.6208,Medium,No,Active seats fell -33% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Medium priority - watch
ACC_0798,BizCorp_0798,AMER,Logistics,Standard,21120,0.6184,Medium,No,API usage fell -27% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0273,BizCorp_0273,APAC,Manufacturing,Standard,14400,0.6145,Medium,No,API usage fell -25% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0262,BizCorp_0262,EMEA,Retail,Premium,46080,0.6101,Medium,No,Active seats fell -10% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Medium priority - watch
ACC_0697,BizCorp_0697,EMEA,Technology,Enterprise,73440,0.5988,Medium,No,API usage fell -22% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0354,BizCorp_0354,APAC,Technology,Premium,69840,0.5922,Medium,No,API usage fell -27% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0531,BizCorp_0531,EMEA,Financial Services,Standard,8640,0.5871,Medium,No,API usage fell -14% and active seats fell -12% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0923,BizCorp_0923,APAC,Retail,Standard,2880,0.5842,Medium,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Medium priority - watch
ACC_0977,BizCorp_0977,APAC,Technology,Premium,64080,0.5744,Medium,No,API usage fell -12% and active seats fell -17% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0828,BizCorp_0828,APAC,Manufacturing,Enterprise,83700,0.5675,Medium,No,API usage fell -16% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0887,BizCorp_0887,AMER,Financial Services,Standard,10560,0.5653,Medium,No,API usage fell -27% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0785,BizCorp_0785,AMER,Healthcare,Standard,28800,0.5567,Medium,No,API usage fell -25% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0727,BizCorp_0727,EMEA,Financial Services,Standard,14400,0.5562,Medium,No,API usage fell -17% and active seats fell -11% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0845,BizCorp_0845,EMEA,Manufacturing,Standard,19200,0.5555,Medium,No,Active seats fell -11% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Medium priority - watch
ACC_0415,BizCorp_0415,EMEA,Financial Services,Standard,3840,0.5534,Medium,No,API usage fell -21% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0956,BizCorp_0956,EMEA,Technology,Standard,5760,0.5518,Medium,No,Active seats fell -25% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Medium priority - watch
ACC_0075,BizCorp_0075,APAC,Manufacturing,Standard,18240,0.5381,Medium,No,API usage fell -18% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0783,BizCorp_0783,EMEA,Retail,Standard,16320,0.538,Medium,No,API usage fell -18% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0748,BizCorp_0748,EMEA,Logistics,Premium,32400,0.5374,Medium,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Medium priority - watch
ACC_0369,BizCorp_0369,EMEA,Technology,Enterprise,127440,0.5357,Medium,No,Active seats fell -5% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Medium priority - watch
ACC_0133,BizCorp_0133,AMER,Manufacturing,Premium,28800,0.5347,Medium,No,API usage fell -14% and active seats fell -10% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0670,BizCorp_0670,AMER,Financial Services,Standard,1920,0.5313,Medium,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Medium priority - watch
ACC_0929,BizCorp_0929,EMEA,Manufacturing,Premium,34560,0.5284,Medium,No,API usage fell -17% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0770,BizCorp_0770,APAC,Logistics,Premium,39600,0.5275,Medium,No,API usage fell -28% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0423,BizCorp_0423,AMER,Manufacturing,Standard,15360,0.527,Medium,No,API usage fell -24% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0096,BizCorp_0096,EMEA,Manufacturing,Standard,10560,0.5259,Medium,No,Active seats fell -17% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Medium priority - watch
ACC_0363,BizCorp_0363,AMER,Manufacturing,Premium,39600,0.5217,Medium,No,API usage fell -19% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0627,BizCorp_0627,AMER,Logistics,Enterprise,103680,0.5196,Medium,No,API usage fell -18% and active seats fell -5% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0877,BizCorp_0877,AMER,Retail,Standard,6720,0.5164,Medium,No,Active seats fell -25% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Medium priority - watch
ACC_0408,BizCorp_0408,APAC,Financial Services,Standard,20160,0.5133,Medium,No,Active seats fell -7% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Medium priority - watch
ACC_0334,BizCorp_0334,AMER,Financial Services,Standard,9600,0.5126,Medium,No,API usage fell -14% and active seats fell -11% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0962,BizCorp_0962,APAC,Retail,Enterprise,205740,0.5118,Medium,No,API usage fell -18% and active seats fell -7% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0672,BizCorp_0672,APAC,Retail,Enterprise,239760,0.5083,Medium,No,API usage fell -27% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0453,BizCorp_0453,EMEA,Manufacturing,Standard,5760,0.5073,Medium,No,Active seats fell -17% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Medium priority - watch
ACC_0893,BizCorp_0893,EMEA,Technology,Premium,48960,0.5012,Medium,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Medium priority - watch
ACC_0068,BizCorp_0068,EMEA,Logistics,Standard,5760,0.5,Medium,No,API usage fell -14% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0020,BizCorp_0020,APAC,Manufacturing,Enterprise,208440,0.4959,Medium,No,API usage fell -18% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0435,BizCorp_0435,APAC,Healthcare,Standard,4800,0.4934,Medium,No,API usage fell -11% and active seats fell +0% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0189,BizCorp_0189,EMEA,Retail,Standard,17280,0.4873,Medium,No,Active seats fell -12% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Medium priority - watch
ACC_0240,BizCorp_0240,APAC,Manufacturing,Standard,9600,0.4861,Medium,No,API usage fell -19% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0274,BizCorp_0274,AMER,Logistics,Enterprise,216000,0.4843,Medium,No,API usage fell -18% and active seats fell -9% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0407,BizCorp_0407,APAC,Logistics,Enterprise,154440,0.4808,Medium,No,API usage fell -10% and active seats fell -11% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0777,BizCorp_0777,AMER,Healthcare,Standard,8640,0.4782,Medium,No,Active seats fell -20% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Medium priority - watch
ACC_0158,BizCorp_0158,APAC,Financial Services,Standard,21120,0.4767,Medium,No,API usage fell -16% and active seats fell -7% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0567,BizCorp_0567,AMER,Logistics,Standard,5760,0.4759,Medium,No,API usage fell -21% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0368,BizCorp_0368,APAC,Retail,Enterprise,197640,0.4755,Medium,No,API usage fell -15% and active seats fell +1% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0165,BizCorp_0165,EMEA,Healthcare,Enterprise,170100,0.4693,Medium,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Medium priority - watch
ACC_0971,BizCorp_0971,AMER,Logistics,Standard,13440,0.469,Medium,No,API usage fell -12% and active seats fell -11% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0607,BizCorp_0607,AMER,Manufacturing,Premium,55440,0.469,Medium,No,API usage fell -15% and active seats fell -4% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0726,BizCorp_0726,AMER,Manufacturing,Premium,65520,0.4654,Medium,No,API usage fell -16% and active seats fell -8% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0006,BizCorp_0006,EMEA,Technology,Enterprise,248400,0.4649,Medium,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Medium priority - watch
ACC_0432,BizCorp_0432,EMEA,Technology,Standard,7680,0.4642,Medium,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Medium priority - watch
ACC_0261,BizCorp_0261,APAC,Retail,Premium,31680,0.4642,Medium,No,Active seats fell -19% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Medium priority - watch
ACC_0104,BizCorp_0104,APAC,Technology,Enterprise,291060,0.4612,Medium,No,API usage fell -22% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0863,BizCorp_0863,AMER,Technology,Enterprise,153360,0.4609,Medium,No,API usage fell -15% and active seats fell -12% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0527,BizCorp_0527,AMER,Manufacturing,Standard,14400,0.4609,Medium,No,API usage fell -26% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0351,BizCorp_0351,AMER,Retail,Premium,84240,0.4603,Medium,No,API usage fell -18% and active seats fell -5% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0009,BizCorp_0009,AMER,Healthcare,Standard,14400,0.4594,Medium,No,API usage fell -13% and active seats fell -10% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0188,BizCorp_0188,APAC,Logistics,Standard,5760,0.4561,Medium,No,Active seats fell -17% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Medium priority - watch
ACC_0872,BizCorp_0872,APAC,Healthcare,Premium,40320,0.4553,Medium,No,API usage fell -26% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0280,BizCorp_0280,EMEA,Healthcare,Enterprise,183060,0.4541,Medium,No,API usage fell -13% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0930,BizCorp_0930,AMER,Financial Services,Standard,14400,0.4533,Medium,No,Active seats fell -14% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Medium priority - watch
ACC_1000,BizCorp_1000,AMER,Technology,Premium,21600,0.4522,Medium,No,Active seats fell -13% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Medium priority - watch
ACC_0560,BizCorp_0560,EMEA,Logistics,Enterprise,170100,0.4522,Medium,No,API usage fell -26% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0868,BizCorp_0868,AMER,Technology,Standard,3840,0.4424,Medium,No,API usage fell -10% and active seats fell +0% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0782,BizCorp_0782,AMER,Retail,Premium,16560,0.4382,Medium,No,Active seats fell -9% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Medium priority - watch
ACC_0207,BizCorp_0207,AMER,Technology,Enterprise,147960,0.4363,Medium,No,API usage fell -14% and active seats fell -7% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0410,BizCorp_0410,AMER,Manufacturing,Standard,7680,0.4352,Medium,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Medium priority - watch
ACC_0285,BizCorp_0285,AMER,Logistics,Premium,27360,0.4339,Medium,No,API usage fell -16% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0594,BizCorp_0594,EMEA,Healthcare,Premium,36720,0.4321,Medium,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Medium priority - watch
ACC_0236,BizCorp_0236,AMER,Manufacturing,Standard,16320,0.4299,Medium,No,API usage fell -19% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0219,BizCorp_0219,APAC,Healthcare,Standard,7680,0.4279,Medium,No,Active seats fell -12% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Medium priority - watch
ACC_0411,BizCorp_0411,EMEA,Financial Services,Standard,2880,0.4269,Medium,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Medium priority - watch
ACC_0241,BizCorp_0241,AMER,Manufacturing,Enterprise,292680,0.4261,Medium,No,API usage fell -3% and active seats fell -3% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0508,BizCorp_0508,APAC,Manufacturing,Standard,21120,0.4256,Medium,No,API usage fell -26% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0247,BizCorp_0247,APAC,Healthcare,Standard,12480,0.4253,Medium,No,API usage fell -8% and active seats fell -8% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0621,BizCorp_0621,AMER,Financial Services,Standard,9600,0.4223,Medium,No,API usage fell -11% and active seats fell -11% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0234,BizCorp_0234,EMEA,Technology,Premium,55440,0.4207,Medium,No,Active seats fell -14% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Medium priority - watch
ACC_0570,BizCorp_0570,APAC,Healthcare,Premium,107280,0.42,Medium,No,API usage fell -13% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0109,BizCorp_0109,AMER,Healthcare,Standard,10560,0.4168,Medium,No,API usage fell -17% and active seats fell +0% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0628,BizCorp_0628,APAC,Manufacturing,Enterprise,183600,0.4162,Medium,No,API usage fell -14% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0175,BizCorp_0175,EMEA,Retail,Premium,40320,0.4153,Medium,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Medium priority - watch
ACC_0137,BizCorp_0137,APAC,Logistics,Enterprise,155520,0.4121,Medium,No,Active seats fell -11% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Medium priority - watch
ACC_0499,BizCorp_0499,EMEA,Financial Services,Standard,4800,0.4117,Medium,No,API usage fell -7% and active seats fell +0% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0378,BizCorp_0378,EMEA,Logistics,Enterprise,291060,0.4112,Medium,No,API usage fell -11% and active seats fell +2% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0065,BizCorp_0065,AMER,Retail,Enterprise,200880,0.4109,Medium,No,Active seats fell -16% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Medium priority - watch
ACC_0021,BizCorp_0021,EMEA,Healthcare,Standard,11520,0.4094,Medium,No,API usage fell -11% and active seats fell +0% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0681,BizCorp_0681,APAC,Financial Services,Standard,6720,0.4092,Medium,No,API usage fell -3% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0106,BizCorp_0106,EMEA,Manufacturing,Enterprise,163620,0.4087,Medium,No,API usage fell -9% and active seats fell -5% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0954,BizCorp_0954,EMEA,Healthcare,Standard,8640,0.4086,Medium,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Medium priority - watch
ACC_0925,BizCorp_0925,EMEA,Healthcare,Premium,26640,0.4086,Medium,No,API usage fell -8% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0966,BizCorp_0966,EMEA,Manufacturing,Enterprise,163620,0.4084,Medium,No,API usage fell -16% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0523,BizCorp_0523,EMEA,Technology,Standard,7680,0.4072,Medium,No,Active seats fell -14% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Medium priority - watch
ACC_0846,BizCorp_0846,EMEA,Healthcare,Premium,23040,0.4062,Medium,No,Active seats fell -5% last month,Check for an offboarded champion or a team reorg; get reintroduced to whoever is using the product day to day now.,Medium priority - watch
ACC_0092,BizCorp_0092,APAC,Logistics,Premium,52560,0.4056,Medium,No,API usage fell -14% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0346,BizCorp_0346,AMER,Manufacturing,Enterprise,95580,0.4053,Medium,No,API usage fell -9% and active seats fell -13% together,This is not just a usage dip; fewer people are logging in at all. Prioritize an executive-sponsor call over a routine support touch.,Medium priority - watch
ACC_0298,BizCorp_0298,AMER,Financial Services,Premium,87840,0.4042,Medium,No,API usage fell -21% last month,"Open with the drop-off itself: ask what changed operationally last month (an integration issue, a champion leaving, a competing tool).",Medium priority - watch
ACC_0458,BizCorp_0458,EMEA,Financial Services,Standard,9600,0.4039,Medium,No,Usage has swung sharply for two months running,Confirm this isn't seasonal (their own busy/slow cycle) before treating it as a churn signal.,Medium priority - watch
